etablissementLibelle,id,articleReference,corps,chaire,section,section2,section3,datePublicationPoste,datePriseDePoste,dateOuvertureCandidatures,dateFermetureCandidatures,descriptionPoste,typeCandidatureConcours,typeCandidatureMutation,typeCandidatureDétachement,typeCandidatureRecrutementEtranger,typeCandidatureIntégrationDirecte,typeCandidatureRecrutementSurContrat,région,etatPoste,statutPoste,typeCampagne,dateScraping
UNIVERSITE D'ANGERS,42beb6801430a5704963517dc2461dec730c8eeda8753643406369641c0645db,,ATER,,60,61,NA,NA,NA,2025-11-02,2025-12-03,"L'ATER interviendra en cycle préparatoire et dans les 2 premières années du cycle ingénieur pour les Formations d’Ingénieur sous Statut Etudiant et Apprenti (FISE et FISA) dans le champ du génie industriel, de l’informatique et des statistiques appliquées",False,False,False,False,False,False,Pays de la Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,3f11931eb9623320d470f7b5811eae80cd25333c1fc0b18113ad9d68c31b70ba,,ATER,,61,NA,NA,NA,NA,2025-02-19,2025-03-19,Traitement du signal et transmission de l'information,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,1a074b41b543d610fa14fd3c1ef069fdf864a5c36111b37e0aacbfddaa36864a,,ATER,,61,NA,NA,NA,NA,2025-02-19,2025-03-19,"Electronique, Energie et Automatique",False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,3af36309bab080c0276b9ad1fa0aadf99706d4e038b639aec8afb2e6231e5bcf,,ATER,,61,NA,NA,NA,NA,2025-02-19,2025-03-19,"EEA, informatique industrielle, traitement du signal",False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,c4db59ec9ba4f478c043f0f3024fddc86c36ed53f9eebf735af9644c6dcc7b08,,ATER,,61,NA,NA,NA,NA,2025-02-19,2025-03-19,"Génie informatique, automatique et traitement du signal",False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,d47bd45fa51d20e179436e9caa0fd324a916aefed3a3c2ec30b4461883006bac,,ATER,,61,NA,NA,NA,NA,2025-02-19,2025-03-19,Réseaux numériques et télécommunications,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,fbf9f9d04f04cc2efc82b1dcc978996f13e3e22994d8a760c3c927675c743a10,,ATER,,61,NA,NA,NA,NA,2025-02-19,2025-03-19,"Génie informatique, automatique et traitement du signal",False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,b8b00f3d6980146e396611b975474feee74cdcbfaf6337875da0235d2acbe96e,,ATER,,61,NA,NA,NA,NA,2025-02-19,2025-03-19,Automatique,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,95bb4caeb2fc1fd84c408af056c1537f78dd868ad9c735a8aeeca4e4522291cd,,ATER,,61,NA,NA,NA,NA,2025-02-19,2025-03-19,"Traitement du signal, automatisme et informatique",False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,01012fd1b847dcabed24ae69d414b5568c8b854d54276616eeb5ad986096195c,,ATER,,61,NA,NA,NA,NA,2025-02-19,2025-03-19,Automatisme et Informatique Industrielle,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,359c88383e639030a360c583748a9012c0fb697762b5f3a5d5bfb48e437223bd,,ATER,,61,NA,NA,NA,NA,2025-02-20,2025-03-19,"Génie informatique, automatique et traitement du signal",False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
ENSAIT DE ROUBAIX,767b1ea9b8b384bd25c2741a97eecc72581b0331ccc5f845ffdd901c5ef27844,,ATER,,61,NA,NA,NA,NA,2025-04-03,2025-04-04,Voir profil ci-joint,False,False,False,False,False,False,Hauts-de-France,NA,NA,[],2025-03-05T20:34:54Z
CONSERVATOIRE NAT. DES ARTS ET METIERS,3ef34793c59ff0deec593651505fbdac2d5fd1b45f4ae21d00fe0bca1274173d,,ATER,,63,61,NA,NA,NA,2025-03-03,2025-02-04,Traitement du Signal et Télécommunications,False,False,False,False,False,False,Île-de-France,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE D'EVRY VAL D'ESSONNE,97cf8d53106862c87a30cb307e1bb91f57db49025f13ad6ecd862548bf168008,,ATER,,61,NA,NA,NA,NA,2025-02-14,2025-03-14,Cf. fiche de poste,False,False,False,False,False,False,Essonne,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE PARIS 8,216851d859081f1dbbffb23639f8277bca1ada9064c8d99dc2b5bd29496a1954,,ATER,,61,27,NA,NA,NA,2025-02-20,2025-03-20,Génie informatique - Technologie et handicap,False,False,False,False,False,False,Île-de-France,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE PARIS 8,f62ff990bbb2a402938ebe38ff37bffa72f17ca16bb03edb68f76bf880e92ea2,,ATER,,61,NA,NA,NA,NA,2025-02-20,2025-03-20,Génie Industriel – Génie Informatique (61e section),False,False,False,False,False,False,Île-de-France,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE POLYNESIE FRANCAISE,03506ec25707477ea3d4ad0f74f4f40c97978b443adf16c43882ebe2a90e3fe2,,ATER,,61,NA,NA,NA,NA,2025-07-02,2025-07-03,ATER EN GEOMATIQUE ET TELEDETECTION,False,False,False,False,False,False,Polynésie Française,NA,NA,[],2025-03-05T20:34:54Z
INSA DE TOULOUSE,49dd58493d3ca1b65d9f6ca3fec1e712e3126fdfa8309c9fce8277318adaa814,,ATER,,62,NA,NA,NA,NA,2025-02-24,2025-03-24,"Génie des Procédés - Opérations Unitaires, Génie des réacteurs, Fluides et Transferts (chaleur et matière), Chimie, Thermodynamique",False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,586d28042910208680d8bfe625e43ed525e7f17e9176f53c23604f3d616d5854,,ATER,,62,NA,NA,NA,NA,2025-02-19,2025-03-19,Mécanique-energétique-procédés,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,7e8cea060eaf634a7afb33f0747bafa5debe11d4a9fafe248ce0429a2cf2c9dd,,ATER,,62,NA,NA,NA,NA,2025-02-19,2025-03-19,Génie chimique-génie des procédés,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIV. PERPIGNAN (IUT PERPIGNAN),5962317d722f2a07d46da987f85cfcb9d9ac12075cb39cf7fac3485b1a3666e0,,ATER,,62,NA,NA,NA,NA,2025-07-02,2025-12-03,"Energétique, génie des procédés",False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
INSA DE TOULOUSE,f477e9f413210ff93ca479f86e577821fd14db2e70575207dc4a442be2123e6f,,ATER,,63,NA,NA,NA,NA,2025-02-24,2025-03-24,Automatique - Electronique,False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
INP DE TOULOUSE,a02dd3319e4299a5a87ba72539ec30426f14f855fcd4dfa456dcff0d4993859c,,ATER,,26,63,NA,NA,NA,2025-02-18,2025-03-21,VOIR FICHE JOINTE,False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
INP DE TOULOUSE,fbdecd5f2044ec1a80833ead8c07da99546ea03f16ef523732bb1c1fd1845023,,ATER,,63,61,NA,NA,NA,2025-02-18,2025-03-21,VOIR FICHE JOINTE,False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
INP DE TOULOUSE,4d9717766bde4e9fa71ad4708fb5032a5ad47e343a4612d745437cca6dbfaa7d,,ATER,,63,NA,NA,NA,NA,2025-02-18,2025-03-21,VOIR FICHE JOINTE,False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE TOURS (IUT TOURS),e1596ee6de3737063f3c3ab14126e726a7694aa62292239d22e2b8bab31fb3c0,,ATER,,63,NA,NA,NA,NA,2025-02-27,2025-03-20,"Electronique Analogique et Numérique, Informatique",False,False,False,False,False,False,Centre-Val de Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE TOURS (IUT TOURS),a10d93ae8d767760e383e759fe8dfe4cadf880a7134c10fc3fc60957b59f0b6d,,ATER,,63,NA,NA,NA,NA,2025-02-27,2025-03-20,"Electronique Analogique et Numérique, Energie",False,False,False,False,False,False,Centre-Val de Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,159e1dface45438d77e3e1e6252e32a75af7ccccde91213a06cdbadba7f0de12,,ATER,,63,NA,NA,NA,NA,2025-02-19,2025-03-19,"Génie électrique, électronique",False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,4206f73bb458c0897424318b1ce3e52c12e0aab0e5447877af4522c4350ccfe0,,ATER,,63,NA,NA,NA,NA,2025-02-19,2025-03-19,Electrique - Electronique de puissance énergie,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,b082a54b7cbfebfb61c43a5ecf5e36e7905dbd12dbab1b16b60e4804058bb710,,ATER,,63,NA,NA,NA,NA,2025-02-19,2025-03-19,Génie électrique / Énergie électrique,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE STRASBOURG,8cb98aea6c118369f332ea918231742157729ead6923aa308b32b91878984606,,ATER,,63,NA,NA,NA,NA,2025-04-02,2025-05-03,"Électronique, systèmes électroniques",False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
CONSERVATOIRE NAT. DES ARTS ET METIERS,cf157f8d4f2efeae3a0aad3a3d8506ade6b4b371db423273a646483bdcd27458,,ATER,,63,NA,NA,NA,NA,2025-03-03,2025-02-04,Electrical Engineering,False,False,False,False,False,False,Île-de-France,NA,NA,[],2025-03-05T20:34:54Z
INSA DE TOULOUSE,eba8fa60c995100649758ba0ed9e2dbd93cbd444f1ad212144eab70f5b6f779a,,ATER,,64,NA,NA,NA,NA,2025-02-24,2025-03-24,chimie / enzymologie - Intervention en TD et TP en chimie 1A et en pré-orientation ICBE (Chimie et enzymologie),False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
INSA DE TOULOUSE,a8693030bd807bd8029f4fae02f0d0f26f1ae573615f850654234d7e447ec472,,ATER,,64,NA,NA,NA,NA,2025-02-24,2025-03-24,transferts - Intervention en TP de transfert thermique et transfert de matière en pré-orientation ICBE et 4A GB,False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
INSA DE TOULOUSE,1a4879547c8d0d2fd3175a9857e6e0c87c876140fe6aed6abf82f97a6779b241,,ATER,,64,NA,NA,NA,NA,2025-02-24,2025-03-24,microbiologie / génie génétique - Intervention en TP en 3A ICBE et en 4A GB,False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE D'ANGERS,de34c4fd3b40f8a922d03b16eca3e2ffefc629e8c6894d994ea9cb0f5cccc192,,ATER,,64,65,NA,NA,NA,2025-11-02,2025-12-03,"Le.la candidat.e participera aux enseignements d’immunologie, de biochimie, de biologie cellulaire et moléculaire humaine (normale et pathologique) sur les aspects fondamentaux ainsi que sur leurs applications thérapeutique en licence parcours BCMP et Master Biologie Santé parcours ICAT",False,False,False,False,False,False,Pays de la Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,9626a861e89d2b3f3669854d563477a01663b4d32ffe9aaf493097e7930315fc,,ATER,,64,NA,NA,NA,NA,2025-02-19,2025-03-19,Biochimie Biologie Moléculaire,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,76e9a1a67d38d4c923d71076f67f81c64f535b6375d89f7a9fdf130ad3c05631,,ATER,,64,NA,NA,NA,NA,2025-02-19,2025-03-19,Biochimie Biologie Moléculaire,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIV. PERPIGNAN (IUT PERPIGNAN),a45c8308618de92ff7cd753391f7aff649f37554e648217a0c9512e9b1009239,,ATER,,64,65,68,NA,NA,2025-07-02,2025-12-03,"Biochimie et biologie moléculaire, Biologie cellulaire, Biologie des organismes",False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE STRASBOURG,2487c1617d06e02b2cf87566e1e9aacbbaecb47752e38104cb45ec5d8c8dd3a6,,ATER,,64,67,65,NA,NA,2025-04-02,2025-05-03,Microbiologie et biochimie,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE STRASBOURG,5a7cb9ac349ade237c11e36b140ea2ab11500f2129c644f7deba9fd2178b8718,,ATER,,64,66,NA,NA,NA,2025-04-02,2025-05-03,"Enseignement : biologie moléculaire et immunologie Recherche : Physiologie et biologie moléculaire liées aux organelles des plantes.",False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE D'AVIGNON,306dd75954e8a08da9585bcd94e4edebdf562e38229b468fa437180356d396da,,ATER,,64,65,NA,NA,NA,2025-02-26,2025-04-04,Microbiologie moléculaire,False,False,False,False,False,False,Provence-Alpes-Côte d'Azur,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DES ANTILLES,4d0062d0f0433a32dadf9344928e7e430a6243af9d5eea8b0f6072be40050cd7,,ATER,,64,67,NA,NA,NA,2025-11-02,2025-10-03,Consulter la fiche de l'appel à candidatures et/ou http://www.univ-ag.fr/actualites,False,False,False,False,False,False,Guadeloupe,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE TOURS (IUT TOURS),898d1bbd8d7298c33d0285eba68400171c699023dacbafb6f6c174a3e39e3630,,ATER,,65,NA,NA,NA,NA,2025-02-27,2025-03-20,Biologie cellulaire moléculaire,False,False,False,False,False,False,Centre-Val de Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE TOURS,f624146f6199378750ff3da9efea5160a016ea915d33fedf3a83f5faf272a3ff,,ATER,,65,NA,NA,NA,NA,2025-02-27,2025-03-20,Le/la candidat.e aura des connaissances approfondies en génétique ainsi qu’en biologie cellulaire et moléculaire. Des connaissances en culture cellulaire et en mécanismes des canaux ioniques seraient appréciées.,False,False,False,False,False,False,Centre-Val de Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE D'ANGERS,644c78d284a7aea196f31a0e3ce38f5bccd4b30b47d1c5398ab5a6e30e924fb7,,ATER,,65,NA,NA,NA,NA,2025-11-02,2025-12-03,"L'ATER recruté interviendra principalement dans la Licence Sciences de la Vie et de la Terre, dans les modules liés à la Microbiologie et à la pathologie végétale",False,False,False,False,False,False,Pays de la Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE D'ANGERS,f6ecc66288bd7eed4d74eefd03e0467ca30c45b421807e7d2cc92d429b83fa97,,ATER,,65,NA,NA,NA,NA,2025-11-02,2025-12-03,"L'ATER recruté interviendra principalement dans la Licence Sciences de la Vie et de la Terre, dans les modules liés à la Microbiologie et à la pathologie végétale et pourra intervenir dans le cadre du Master de Biologie végétale dans les modules de pathologies végétales de première année",False,False,False,False,False,False,Pays de la Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,1e181f1b037c9920c123e4103ea3a15a8f7d6026e2a423a3430661d64c075a09,,ATER,,65,NA,NA,NA,NA,2025-02-19,2025-03-19,Génétique et microbiologie,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,37f585f03985a1ddf994b98a2dfc5cf4f2770ddb14b7b3c856dc7906f897740d,,ATER,,65,68,NA,NA,NA,2025-02-19,2025-03-19,Biologie et biochimie appliquée aux techniques de laboratoire,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE STRASBOURG,c5408b7c27de73261c692c6b7c750a2e7aff126d45f5876c367d4bbeb66d9307,,ATER,,65,NA,NA,NA,NA,2025-04-02,2025-05-03,Immunologie et génétique,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE STRASBOURG,e31ca5f0cde511c75f12a85cc5601b915a9bca25ed2961c3d96a225a87406003,,ATER,,65,NA,NA,NA,NA,2025-04-02,2025-05-03,Biologie du développement,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DES ANTILLES,cd743eb33f78cb6568d7e739106f843eadc0e4d317b7202e8b220346fe15f538,,ATER,,65,66,NA,NA,NA,2025-11-02,2025-10-03,VConsulter la fiche de l'appel à candidatures et/ou http://www.univ-ag.fr/actualites,False,False,False,False,False,False,Guadeloupe,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DES ANTILLES,bea8427567fe03cf18df280f66dbe0b1c49362b435ccc855f871ab659f3d1571,,ATER,,65,NA,NA,NA,NA,2025-11-02,2025-10-03,Consulter la fiche de l'appel à candidatures et/ou http://www.univ-ag.fr/actualites,False,False,False,False,False,False,Guadeloupe,NA,NA,[],2025-03-05T20:34:54Z
INP DE TOULOUSE,e473942c4db15aa90cd05e99eeb3fa4cb0c9e86708d6b44b28911bb1e2582add,,ATER,,66,NA,NA,NA,NA,2025-02-18,2025-03-21,Amélioration génétique des plantes et biotechnologie,False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE TOURS,16a12acb04d587b4a0377c9aa41bfc3eeee957a109363a7ae9a17313bc8fba4b,,ATER,,66,NA,NA,NA,NA,2025-02-27,2025-03-20,Physiologie végétale,False,False,False,False,False,False,Centre-Val de Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE TOURS,e1b69ac8d0a314018585729c003bc5c80578bc7aefa3f2820b579aef156b0816,,ATER,,68,66,NA,NA,NA,2025-02-27,2025-03-20,Le(la) candidat(e) aura des connaissances approfondies en biologie de la reproduction animale et en biologie/physiologie des organismes. Des connaissances en écologie et bio-statistiques seraient également souhaitées,False,False,False,False,False,False,Centre-Val de Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE TOURS,6371990745604d037adc1d1d25845eddb22151b1d3611673c6761b1a961da599,,ATER,,66,NA,NA,NA,NA,2025-02-27,2025-03-20,"Le (la) candidat€ aura des connaissances approfondies en biologie cellulaire et signalisation, en biologie de la reproduction et du développement animal",False,False,False,False,False,False,Centre-Val de Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE TOURS,be9126b037033aeafb6b5f2949dd73e9dbcfcc9175fc4c9ddf97e556e4e33cf8,,ATER,,66,NA,NA,NA,NA,2025-02-27,2025-03-20,Electrophysiologie et Physiopathologies,False,False,False,False,False,False,Centre-Val de Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,1cfd001b60e5ab21649753f789463efdc1339eff1e4d1ced33967b6a70a75229,,ATER,,66,NA,NA,NA,NA,2025-02-20,2025-03-19,Physiologie végétale,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,be94175e91245f008b319d44e73e9709644d8b04ed27bdb5fd8b073ae2d38a37,,ATER,,66,NA,NA,NA,NA,2025-02-20,2025-03-19,Physiologie végétale et microbienne,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE PERPIGNAN (VIA DOMITIA),464b0ea71669f5477519508507bf95f717613e67cc07e9fa7fcc5a4f826bcaaa,,ATER,,67,66,NA,NA,NA,2025-07-02,2025-12-03,Biologie des populations et écologie/physiologie,False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE STRASBOURG,901be92239ccb7e0360c4217c214c56020f820337cbbf26102b7e46428f21fca,,ATER,,67,68,66,NA,NA,2025-04-02,2025-05-03,Biologie et physiologie végétale,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE D'AVIGNON,8947e1246f6aef56a19210fc129374b6a26e8a3b035443a2f92378c8359c7fa1,,ATER,,66,NA,NA,NA,NA,2025-02-26,2025-04-04,"Impacts d’une nutrition organique et du niveau de fertilisation azotée sur le développement, la tolérance aux maladies-stress hydriques et qualité de productions arboricoles et légumières",False,False,False,False,False,False,Provence-Alpes-Côte d'Azur,NA,NA,[],2025-03-05T20:34:54Z
.UNIVERSITE MONTPELLIER 3 (PAUL VALERY,e66125c3f0d77ee93b2f67b99a79a123165e25d5b85e1dc0719356fb6b3030e2,,ATER,,67,NA,NA,NA,NA,2025-04-02,2025-05-03,"Ecologie, biologie de la conservation, et enjeux environnementaux",False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE TOURS,f3c1e7285d0171b2f0effbbff5d94597536e23dfa0a7e58917bdff7deb8d715a,,ATER,,67,68,NA,NA,NA,2025-02-27,2025-03-20,"Biologie des organismes, écologie et bio-statistiques. Une expérience sur un modèle invertébré serait appréciée.",False,False,False,False,False,False,Centre-Val de Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE TOURS,ddc524e35c8a4fb207887be1d55e1267c897fd38b47cc8805ddfc467d5ee1ce2,,ATER,,67,68,NA,NA,NA,2025-02-27,2025-03-20,Le/la candidat.e aura des connaissances approfondies en Biologie des organismes. Des connaissances en écologie et en bio-statistiques seraient également souhaitables. Une expérience sur un modèle invertébré serait appréciée.,False,False,False,False,False,False,Centre-Val de Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE D'ANGERS,9b4e588f170df3e6b52c338c5dd5191d3de75b7febe384d563aecccd70d22b73,,ATER,,67,NA,NA,NA,NA,2025-11-02,2025-12-03,"L'ATER recruté interviendra principalement dans des enseignements d’écologie, de zoologie et de systématique animale (Licence) mais aussi sur des enseignements analytiques et statistiques appliquées à l’écologie (Licence et Master) et d’écologie évolutive (Master).",False,False,False,False,False,False,Pays de la Loire,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,9f9fbdc45ed32f94a1efb39113340d7ad0141e31c4a18c5475d150f241102aaa,,ATER,,67,NA,NA,NA,NA,2025-02-19,2025-03-19,Biologie végétale & animale – Environnements continentaux,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,6c9631110aef03568ce3817b5fdcee4d391e8b672648e102c9ed446a7366ce0c,,ATER,,67,NA,NA,NA,NA,2025-02-19,2025-03-19,Biologie animale & végétale – Environnements continentaux,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,7f67fe026c4c86cccdfbaf890b2d9df1f0faead8753e611cd896fdb0fb8205cc,,ATER,,67,NA,NA,NA,NA,2025-02-19,2025-03-19,Ecologie – Biologie des organismes,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE STRASBOURG,e375ce61ddb51593cd58dbec2ec837c1c775a14f430480fbbed50521a2a748d6,,ATER,,69,67,68,NA,NA,2025-04-02,2025-05-03,Biologie animale,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE D'AVIGNON,69f8663a8b49e0aaf0398f3567426625e2e1433be430e1188b967d6b91d18044,,ATER,,67,68,NA,NA,NA,2025-02-26,2025-04-04,Effets des pratiques agricoles sur la biodiversité en agroécosystèmes méditerranéens,False,False,False,False,False,False,Provence-Alpes-Côte d'Azur,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DES ANTILLES,55eab1887120ff1b27118b95ca39929e25ea96384f154d354634ee312c13d964,,ATER,,67,NA,NA,NA,NA,2025-11-02,2025-10-03,Consulter la fiche de l'appel à candidatures et/ou http://www.univ-ag.fr/actualites,False,False,False,False,False,False,Guadeloupe,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DES ANTILLES,f467e301bfbef277805d971d5a0d031684d563ca4c12801c3f8b2662340f2341,,ATER,,67,NA,NA,NA,NA,2025-11-02,2025-10-03,Consulter la fiche de l'appel à candidatures et/ou http://www.univ-ag.fr/actualites,False,False,False,False,False,False,Guadeloupe,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DES ANTILLES,7db96a6f65c801db3675f463b02764cbe3822a28f541cb9ae0fd2a23468e734e,,ATER,,67,NA,NA,NA,NA,2025-11-02,2025-10-03,Consulter la fiche de l'appel à candidatures et/ou http://www.univ-ag.fr/actualites,False,False,False,False,False,False,Guadeloupe,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DES ANTILLES,937ced90c65992a6279041aa2d3e9967c6fd2bb170d104467254f6864c7c1829,,ATER,,67,NA,NA,NA,NA,2025-11-02,2025-10-03,Consulter la fiche de l'appel à candidatures et/ou http://www.univ-ag.fr/actualites,False,False,False,False,False,False,Guadeloupe,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DES ANTILLES,404cbda35a0f6d18b53b75a723d6c47f05bda584722460732db31ae83be2d0b9,,ATER,,67,NA,NA,NA,NA,2025-11-02,2025-10-03,Consulter la fiche de l'appel à candidatures et/ou http://www.univ-ag.fr/actualites,False,False,False,False,False,False,Guadeloupe,NA,NA,[],2025-03-05T20:34:54Z
INP DE TOULOUSE,69e629d86b94285afd00ac5af50a538312c631f43a084abb2ce4c17869353a35,,ATER,,68,NA,NA,NA,NA,2025-02-18,2025-03-21,Politiques et Acteurs de l’Environnement,False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
INP DE TOULOUSE,5398c714bd638845fd1d91809eed826d97304c0c9e8e24189fdc46d954c0df84,,ATER,,68,NA,NA,NA,NA,2025-02-18,2025-03-21,Agronomie Systémique et Ecophysiologie,False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
INP DE TOULOUSE,749ee0384db16ce5f8bdc6ee4871f1eae7b91458d5e924f5f9b7ad92f32ff1cf,,ATER,,68,NA,NA,NA,NA,2025-02-18,2025-03-21,Sciences et Industries Agroalimentaires,False,False,False,False,False,False,Occitanie,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,1c59ae6d401c9045eb47ef4a460af79168362b0c593d09203f7bd36fbb5f20f4,,ATER,,68,NA,NA,NA,NA,2025-02-19,2025-03-19,microbiologie alimentaire,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,6dee57fcd46192854ad0db3d6b7dfbfab0da812615bcdc9b55397a63175e41b1,,ATER,,68,NA,NA,NA,NA,2025-02-19,2025-03-19,Physico-chimie des lipides,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
UNIVERSITE DE LORRAINE,28c3720ed75a4a437cfab99dcdcae3704724d0d8661b82eba964dd17245ec5fc,,ATER,,68,NA,NA,NA,NA,2025-02-19,2025-03-19,Agronomie Urbaine,False,False,False,False,False,False,Grand Est,NA,NA,[],2025-03-05T20:34:54Z
